21	parents	2	2
21	parents	2	2
21	parents	2	2
21	parents	2	2
21	parents	2	2
21	parents	2	2
59	body	2	2
59	physical realm	2	2
59	body	2	2
59	physical attraction	2	2
59	physical attraction	2	2
59	Physical intimacy	2	2
59	love	1	1
59	intercourse	0	0
59	reproduction	1	0
59	reproduction	1	0
59	reproduction	1	0
59	reproduction	1	0
60	debt	2	2
60	loan due	2	2
60	debt	2	2
60	loan due	2	2
60	debt	2	2
60	loan	2	2
60	debt	2	2
60	debt	2	2
60	debt	2	2
60	payment	1	0
60	debt	2	2
60	payment	1	0
60	payment before due date	1	1
60	debt	2	2
60	payment	1	0
60	money	0	0
60	payment	1	0
60	payment	1	0
61	travel	2	2
61	travel experience	2	2
61	those who do not travel	1	2
61	experiences	2	2
61	travel	2	2
61	travel/experience	2	2
61	those who do not travel	1	2
61	those who do not travel	1	2
61	travel	2	2
61	travel	2	2
61	travel	2	2
61	travel	2	2
61	travel	2	2
61	travel	2	2
61	travel	2	2
61	travel	2	2
62	impending changes	0	2
62	imminent changes	0	2
62	Happenings/Changes	0	2
62	impending change	0	2
62	impending changes	0	2
62	radar	0	0
62	warning system	0	0
62	new events	0	1
62	reliable system	0	0
63	freedom	0	0
63	freedom	0	0
63	freedom	0	0
63	freedom	0	0
64	lions	0	2
64	lions	0	2
64	lions	0	2
64	lions	0	2
64	lions	0	2
64	lions	0	2
64	lions	0	2
64	lions	0	2
64	lions	0	2
64	lions	0	2
64	lions	0	2
64	lions	0	2
64	lions	0	2
64	lions	0	2
64	lions	0	2
65	behavior	0	1
65	reviews or judgments	1	2
65	messages/reviews	1	2
65	judgment	1	1
65	reviews	1	2
65	criticism or judgement	1	1
65	opinions	1	1
65	opinions/judgments	1	1
65	pigs	0	0
65	food	0	0
65	people who appreciate good things	1	0
67	mailbox	2	2
67	mailbox	2	2
67	mailbox	2	2
67	mailbox	2	2
67	unwanted communication	0	0
67	unwanted mail	0	0
67	mailbox	2	2
68	Stability	0	2
68	stability	0	2
68	stability	0	2
68	stability	0	2
68	stability	0	2
68	inconsistency	2	0
68	Desire	1	0
68	value or popularity	2	2
68	public opinion	2	2
68	fickle	0	0
68	people	2	2
68	plate	0	0
68	mind	0	0
70	pressure	1	0
70	pressure system	2	0
70	pressure	1	0
70	pressure	1	0
70	pressure	1	0
70	pressure	1	0
70	pressure system	2	0
70	pressure system	2	0
70	pressure	1	0
70	pressure	1	0
70	pressure	1	0
70	pressure	1	0
70	pressure	1	0
70	pressure	1	0
70	pressure relief	1	0
70	pressure	1	0
70	pressure	1	0
70	pressure	1	0
71	friendship	2	1
71	friendship	2	1
71	friendship	2	1
71	stronger friendship	2	2
71	stronger friendship	2	2
71	friendship	2	1
71	friendship	2	1
71	friendship	2	1
71	friendship	2	1
71	friendship	2	1
71	friendship	2	1
71	stronger friendship	2	2
71	friendship	2	1
71	friendship	2	1
71	friendship	2	1
72	changing circumstances	0	0
72	desire to change	0	0
72	change	0	0
72	person	2	2
72	desire to change	0	0
77	child	2	2
77	mother	0	0
77	mother	0	0
77	baby	2	2
77	baby	2	2
77	child/nourishing	2	2
77	baby	2	2
77	baby	2	2
77	baby	2	2
77	baby	2	2
77	baby	2	2
77	nourishment	0	0
77	baby	2	2
77	nourishment	0	0
77	baby	2	2
77	baby	2	2
77	baby	2	2
79	entangle and hold	0	0
79	entangled beings	2	1
79	entangle	0	0
79	entangled insects	2	2
79	entangled insects	2	2
79	small insects	2	2
79	small insects	2	2
79	insects	2	2
79	spiders	0	0
79	spiders	0	0
79	entangle and hold	0	0
79	entangle and hold	0	0
79	spiders	0	0
79	entangle and hold	0	0
79	spiders	0	0
79	spiders	0	0
79	spiders	0	0
80	break through them	0	0
80	break through	0	0
80	break through	0	0
80	large insects	2	2
80	break through	0	0
80	break through	0	0
80	big insects	2	2
80	big insects	2	2
80	insects	1	2
80	spiders	1	0
80	fragile	0	0
80	easily breakable	0	0
80	easily breakable objects	0	0
80	easily breakable	0	0
80	spiders	1	0
80	spiders	1	0
80	weak	1	0
81	small offenders	2	2
81	small offenders	2	2
81	small offenses	2	2
81	small errors	2	1
81	crimes	1	0
81	flies	0	0
81	small flies	0	0
81	justice	0	0
81	justice	0	0
81	small flies	0	0
81	justice	0	0
82	control mechanism	0	0
82	restrictions	0	0
82	limitations	0	0
82	break through	0	0
82	breakthroughs	0	0
82	society	0	0
82	stronger forces or criminals	2	2
82	protection	0	0
82	justice	0	0
82	protection	0	0
82	justice	0	0
82	society	0	0
82	justice	0	0
83	child (implicitly understood as the product of a womb)	2	2
83	development	0	0
83	development	0	0
83	baby	2	2
83	unborn child	2	2
83	fetus/child	2	2
83	baby	2	2
83	baby	2	2
83	baby	2	2
83	development	0	0
83	development	0	0
83	development	0	0
83	development	0	0
83	development	0	0
83	child	2	2
83	baby	2	2
83	mother	0	0
84	story/content	2	2
84	contents of the book	2	2
84	image	0	1
84	images	0	1
84	story/content	2	2
84	words/content	2	2
84	beliefs	0	0
84	pages/content	2	2
84	content	2	2
84	content	2	2
84	content	2	2
84	illustrations	0	1
84	beliefs	0	0
84	illustration	0	1
84	content	2	2
84	man's belief	0	0
84	words	2	1
85	celebration	2	2
85	celebration	2	2
85	celebration	2	2
85	bottle	0	0
85	drink	1	0
85	celebration	2	2
85	drink	1	0
85	drink	1	0
85	drink	1	0
85	drink	1	0
85	drink	1	0
85	celebration	2	2
85	drink	1	0
